     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         4834 	       11.072 	         0.61 	         8.73 	         2.07 	         1.26 	         0.75 	         0.50 
         4835 	       11.088 	        -0.01 	         9.62 	         1.13 	         1.16 	         0.19 	         0.35 
         4836 	       11.104 	        -0.40 	         9.55 	         1.47 	         1.03 	         0.20 	         0.32 
         4837 	       11.120 	         0.49 	         9.93 	         0.69 	         0.74 	         0.08 	         0.12 
         4838 	       11.136 	        -0.12 	         9.73 	         0.47 	         0.55 	        -0.03 	         0.21 
         4839 	       11.152 	         0.52 	        10.55 	        -0.25 	         0.54 	         0.17 	         0.13 
         4840 	       11.168 	         0.58 	        11.52 	        -0.35 	         0.74 	         0.37 	         0.10 
         4841 	       11.184 	         0.47 	         9.69 	        -0.16 	         0.73 	         0.14 	         0.10 
         4842 	       11.200 	         0.22 	         9.49 	         0.66 	         0.60 	        -0.10 	         0.07 
         4843 	       11.216 	         0.21 	         9.55 	         0.64 	         0.40 	        -0.22 	        -0.01 
         4844 	       11.232 	         0.11 	         9.42 	         1.11 	         0.11 	        -0.30 	        -0.06 
         4845 	       11.248 	         0.05 	         9.87 	        -0.74 	        -0.06 	        -0.36 	        -0.12 
         4846 	       11.264 	        -1.86 	         9.31 	         0.89 	         0.16 	         0.17 	        -0.01 
         4847 	       11.280 	         0.48 	         9.90 	        -0.40 	         0.23 	         0.25 	         0.01 
         4848 	       11.296 	         0.43 	         9.49 	         0.43 	         0.09 	         0.19 	        -0.06 
         4849 	       11.312 	         0.52 	         9.60 	         0.14 	        -0.08 	        -0.01 	        -0.07 
         4850 	       11.328 	         0.36 	         9.83 	        -0.25 	        -0.21 	        -0.10 	        -0.09 
         4851 	       11.344 	         0.35 	         9.96 	        -0.36 	        -0.22 	        -0.13 	        -0.09 
         4852 	       11.360 	         0.13 	        10.10 	        -0.68 	        -0.18 	        -0.11 	        -0.08 
         4853 	       11.376 	         0.18 	        10.02 	        -0.44 	        -0.11 	        -0.01 	        -0.10 
         4854 	       11.392 	         0.46 	         9.96 	         0.17 	        -0.14 	         0.02 	        -0.09 
         4855 	       11.408 	         0.07 	         9.66 	         0.64 	        -0.29 	         0.04 	        -0.05 
         4856 	       11.424 	        -0.35 	         9.42 	         1.02 	        -0.47 	         0.03 	        -0.05 
         4857 	       11.440 	        -0.61 	         9.44 	         1.16 	        -0.74 	        -0.00 	        -0.15 
         4858 	       11.456 	        -0.79 	         9.69 	         1.63 	        -1.02 	        -0.19 	        -0.30 
         4859 	       11.472 	        -0.56 	         9.92 	         1.08 	        -1.36 	        -0.33 	        -0.39 
         4860 	       11.488 	        -0.41 	         9.93 	         1.49 	        -1.60 	        -0.62 	        -0.56 
         4861 	       11.504 	        -0.22 	        10.14 	         1.70 	        -1.94 	        -0.71 	        -0.62 
         4862 	       11.520 	        -0.02 	        10.03 	         1.57 	        -2.25 	        -0.62 	        -0.54 
         4863 	       11.536 	        -0.55 	        10.05 	         2.20 	        -2.65 	        -0.77 	        -0.55 
         4864 	       11.552 	         0.08 	        10.30 	         1.58 	        -2.85 	        -0.86 	        -0.55 
         4865 	       11.568 	        -0.25 	        10.13 	         1.88 	        -2.86 	        -1.15 	        -0.65 
         4866 	       11.584 	        -0.10 	         9.73 	         1.67 	        -2.78 	        -0.70 	        -0.72 
         4867 	       11.600 	        -0.14 	         9.59 	         2.21 	        -2.71 	        -0.45 	        -0.71 
         4868 	       11.616 	        -0.48 	         9.10 	         3.29 	        -2.55 	        -0.31 	        -0.70 
         4869 	       11.632 	        -0.16 	         8.58 	         3.95 	        -2.65 	        -0.47 	        -0.72 
         4870 	       11.648 	        -1.24 	         8.17 	         3.23 	        -2.93 	        -0.70 	        -0.55 
         4871 	       11.664 	        -0.17 	         7.80 	         4.50 	        -2.89 	        -0.57 	        -0.58 
         4872 	       11.680 	        -1.18 	         7.70 	         5.34 	        -2.98 	        -0.80 	        -0.70 
         4873 	       11.696 	        -0.93 	         7.62 	         5.04 	        -2.86 	        -0.80 	        -0.82 
         4874 	       11.712 	        -0.54 	         7.95 	         4.73 	        -2.92 	        -0.61 	        -0.76 
         4875 	       11.728 	        -0.25 	         7.79 	         5.94 	        -2.79 	        -0.64 	        -0.69 
         4876 	       11.744 	        -0.04 	         7.66 	         6.08 	        -2.68 	        -0.94 	        -0.58 
         4877 	       11.760 	        -0.41 	         7.59 	         6.45 	        -2.64 	        -0.72 	        -0.49 
         4878 	       11.776 	        -0.77 	         7.01 	         6.03 	        -2.56 	        -0.69 	        -0.40 
         4879 	       11.792 	        -0.07 	         6.38 	         7.33 	        -2.64 	        -1.29 	        -0.02 
         4880 	       11.808 	        -0.77 	         5.87 	         8.23 	        -2.76 	        -2.81 	         0.53 
         4881 	       11.824 	         0.57 	         6.22 	         9.94 	        -2.49 	        -2.07 	         0.10 
         4882 	       11.840 	         0.87 	         6.37 	         8.13 	        -2.49 	        -1.61 	         0.35 
         4883 	       11.856 	         0.47 	         6.04 	         6.83 	        -2.98 	        -1.04 	         0.24 
         4884 	       11.872 	         1.52 	         3.91 	         9.02 	        -2.83 	        -0.67 	         0.44 
         4885 	       11.888 	         0.15 	         4.63 	         7.23 	        -2.88 	        -0.56 	         0.69 
         4886 	       11.904 	         0.05 	         3.52 	         9.32 	        -2.38 	        -0.22 	         0.27 
         4887 	       11.920 	        -4.79 	         2.54 	        10.62 	        -2.25 	        -0.08 	        -0.21 
         4888 	       11.936 	        -0.09 	         2.38 	        10.66 	        -1.53 	         0.80 	        -0.08 
         4889 	       11.952 	         1.02 	         2.99 	         8.75 	        -1.38 	         0.80 	        -0.28 
         4890 	       11.968 	         0.60 	         2.84 	         9.26 	        -1.08 	         0.79 	        -0.20 
         4891 	       11.984 	         0.32 	         1.10 	        11.28 	        -1.21 	         0.70 	        -0.30 
         4892 	       12.000 	         0.67 	         1.69 	         9.66 	        -1.26 	         0.38 	        -0.40 
         4893 	       12.016 	         0.40 	         1.83 	         9.48 	        -1.14 	         0.25 	        -0.35 
         4894 	       12.032 	         0.64 	         1.51 	         9.40 	        -0.89 	         0.01 	        -0.28 
         4895 	       12.048 	         0.55 	         1.81 	         9.59 	        -0.70 	        -0.17 	        -0.21 
         4896 	       12.064 	         0.01 	         1.51 	        10.10 	        -0.58 	        -0.15 	        -0.12 
         4897 	       12.080 	        -0.41 	         1.46 	        10.08 	        -0.45 	        -0.05 	        -0.10 
         4898 	       12.096 	        -1.09 	         1.42 	         9.90 	        -0.41 	        -0.07 	         0.05 
         4899 	       12.112 	         0.58 	         1.68 	         9.45 	        -0.32 	        -0.04 	        -0.14 
         4900 	       12.128 	         0.64 	         1.63 	         9.75 	        -0.19 	         0.13 	         0.09 
         4901 	       12.144 	         0.07 	         1.24 	        10.01 	        -0.16 	         0.11 	         0.17 
         4902 	       12.160 	         0.16 	         1.48 	        10.08 	        -0.15 	         0.12 	         0.12 
         4903 	       12.176 	         0.14 	         1.46 	        10.07 	        -0.13 	         0.13 	         0.17 
         4904 	       12.192 	        -0.16 	         1.65 	         9.45 	        -0.03 	         0.14 	         0.11 
         4905 	       12.208 	         0.13 	         1.67 	         9.86 	         0.01 	         0.18 	         0.09 
         4906 	       12.224 	        -0.09 	         1.37 	        10.11 	         0.05 	         0.13 	         0.11 
         4907 	       12.240 	        -0.03 	         1.44 	        10.12 	        -0.01 	         0.02 	         0.04 
         4908 	       12.256 	         0.06 	         1.64 	         9.76 	        -0.03 	         0.05 	         0.08 
         4909 	       12.272 	         0.12 	         1.51 	         9.96 	        -0.00 	         0.03 	         0.07 
         4910 	       12.288 	        -0.15 	         1.45 	        10.38 	        -0.04 	         0.10 	         0.04 
         4911 	       12.304 	        -0.52 	         1.53 	        10.71 	        -0.17 	         0.09 	        -0.05 
         4912 	       12.320 	        -0.44 	         1.44 	        10.72 	        -0.28 	        -0.07 	        -0.14 
         4913 	       12.336 	        -0.25 	         1.57 	        10.81 	        -0.37 	        -0.09 	        -0.18 
         4914 	       12.352 	        -0.44 	         1.22 	        11.32 	        -0.57 	        -0.14 	        -0.23 
         4915 	       12.368 	        -0.26 	         1.18 	        11.29 	        -0.77 	        -0.26 	        -0.29 
         4916 	       12.384 	        -0.58 	         0.66 	        11.95 	        -1.09 	        -0.38 	        -0.44 
         4917 	       12.400 	        -0.32 	         1.00 	        11.95 	        -1.50 	        -0.45 	        -0.56 
         4918 	       12.416 	        -0.09 	         0.89 	        10.75 	        -1.76 	        -0.38 	        -0.70 
         4919 	       12.432 	         0.75 	         0.17 	         8.67 	        -2.03 	        -0.38 	        -0.79 
         4920 	       12.448 	         0.37 	         0.11 	        10.56 	        -1.90 	        -0.34 	        -0.73 
         4921 	       12.464 	        -0.01 	        -0.46 	        10.91 	        -2.21 	        -0.37 	        -0.78 
         4922 	       12.480 	        -0.07 	        -1.20 	        11.42 	        -2.51 	        -0.19 	        -0.94 
         4923 	       12.496 	         0.14 	        -1.10 	        11.36 	        -3.00 	        -0.12 	        -1.16 
         4924 	       12.512 	         0.80 	        -1.14 	        10.92 	        -3.38 	        -0.27 	        -1.25 
         4925 	       12.528 	         1.87 	        -1.18 	         9.11 	        -3.55 	        -0.21 	        -1.19 
         4926 	       12.544 	        -0.14 	        -2.11 	         9.09 	        -3.52 	        -0.43 	        -0.81 
